Uniprot-Accession,S9-Protein,0,3,5,7,9,11,13,15,E-value,Protein,Gene,Length,GO-BP,GO-IDs,Pathway,UniPathway,CDD,Pfam,GO-name
Q8K078,CHOYP_SO4A1.1.1|m.46501,0,0,0,0,0,0,0,0,0,Solute carrier organic anion transporter family member 4A1 (Organic anion-transporting polypeptide E) (OATP-E) (Sodium-independent organic anion transporter E) (Solute carrier family 21 member 12),Slco4a1 Oatp4a1 Oatpe Slc21a12,723,organic anion transport [GO:0015711],GO:0005887; GO:0008514; GO:0015711,,,cd06174;,PF07648;PF03137;,integral component of plasma membrane [GO:0005887]; organic anion transmembrane transporter activity [GO:0008514]; organic anion transport [GO:0015711]
Q60542,CHOYP_ZEB2.1.1|m.29733,0.5,0,0,0,0,0,0,0,0.000000002,Zinc finger E-box-binding homeobox 1 (Transcription factor 8) (TCF-8) (Zinc finger protein BZP),ZEB1 BZP TCF8,1043,"negative regulation of transcription, DNA-templated [GO:0045892]; positive regulation of neuron differentiation [GO:0045666]; transcription, DNA-templated [GO:0006351]",GO:0005634; GO:0006351; GO:0045666; GO:0045892; GO:0046872; GO:0070888,,,,PF00046;PF05605;,"nucleus [GO:0005634]; E-box binding [GO:0070888]; metal ion binding [GO:0046872]; negative regulation of transcription, DNA-templated [GO:0045892]; positive regulation of neuron differentiation [GO:0045666]; transcription, DNA-templated [GO:0006351]"
Q96EY1,CHOYP_contig_006299|m.7138,0,0,0,0,0,0,0,0,6.00E-15,"DnaJ homolog subfamily A member 3, mitochondrial (DnaJ protein Tid-1) (hTid-1) (Hepatocellular carcinoma-associated antigen 57) (Tumorous imaginal discs protein Tid56 homolog)",DNAJA3 HCA57 TID1,480,activation-induced cell death of T cells [GO:0006924]; activation of cysteine-type endopeptidase activity involved in apoptotic process [GO:0006919]; cell aging [GO:0007569]; mitochondrial DNA replication [GO:0006264]; mitochondrion organization [GO:0007005]; negative regulation of apoptotic process [GO:0043066]; negative regulation of cell proliferation [GO:0008285]; negative regulation of cysteine-type endopeptidase activity involved in apoptotic process [GO:0043154]; negative regulation of I-kappaB kinase/NF-kappaB signaling [GO:0043124]; negative regulation of interferon-gamma-mediated signaling pathway [GO:0060336]; negative regulation of NF-kappaB transcription factor activity [GO:0032088]; negative regulation of programmed cell death [GO:0043069]; negative regulation of protein kinase activity [GO:0006469]; negative regulation of transcription from RNA polymerase II promoter [GO:0000122]; neuromuscular junction development [GO:0007528]; positive regulation of apoptotic process [GO:0043065]; positive regulation of protein ubiquitination [GO:0031398]; positive regulation of T cell proliferation [GO:0042102]; protein folding [GO:0006457]; protein stabilization [GO:0050821]; response to heat [GO:0009408]; response to interferon-gamma [GO:0034341]; skeletal muscle acetylcholine-gated channel clustering [GO:0071340]; small GTPase mediated signal transduction [GO:0007264]; T cell differentiation in thymus [GO:0033077],GO:0000122; GO:0005133; GO:0005524; GO:0005634; GO:0005737; GO:0005739; GO:0005759; GO:0005829; GO:0006264; GO:0006457; GO:0006469; GO:0006919; GO:0006924; GO:0007005; GO:0007264; GO:0007528; GO:0007569; GO:0008134; GO:0008285; GO:0009408; GO:0019897; GO:0019901; GO:0030054; GO:0030695; GO:0031398; GO:0031594; GO:0032088; GO:0033077; GO:0034341; GO:0042102; GO:0042645; GO:0043065; GO:0043066; GO:0043069; GO:0043124; GO:0043154; GO:0043231; GO:0045211; GO:0046872; GO:0050821; GO:0051059; GO:0060336; GO:0071340,,,cd06257;,PF00226;PF01556;PF00684;,cell junction [GO:0030054]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extrinsic component of plasma membrane [GO:0019897]; intracellular membrane-bounded organelle [GO:0043231]; mitochondrial matrix [GO:0005759]; mitochondrial nucleoid [GO:0042645]; mitochondrion [GO:0005739]; neuromuscular junction [GO:0031594]; nucleus [GO:0005634]; postsynaptic membrane [GO:0045211]; ATP binding [GO:0005524]; GTPase regulator activity [GO:0030695]; interferon-gamma receptor binding [GO:0005133]; metal ion binding [GO:0046872]; NF-kappaB binding [GO:0051059]; protein kinase binding [GO:0019901]; transcription factor binding [GO:0008134]; activation of cysteine-type endopeptidase activity involved in apoptotic process [GO:0006919]; activation-induced cell death of T cells [GO:0006924]; cell aging [GO:0007569]; mitochondrial DNA replication [GO:0006264]; mitochondrion organization [GO:0007005]; negative regulation of apoptotic process [GO:0043066]; negative regulation of cell proliferation [GO:0008285]; negative regulation of cysteine-type endopeptidase activity involved in apoptotic process [GO:0043154]; negative regulation of I-kappaB kinase/NF-kappaB signaling [GO:0043124]; negative regulation of interferon-gamma-mediated signaling pathway [GO:0060336]; negative regulation of NF-kappaB transcription factor activity [GO:0032088]; negative regulation of programmed cell death [GO:0043069]; negative regulation of protein kinase activity [GO:0006469]; negative regulation of transcription from RNA polymerase II promoter [GO:0000122]; neuromuscular junction development [GO:0007528]; positive regulation of apoptotic process [GO:0043065]; positive regulation of protein ubiquitination [GO:0031398]; positive regulation of T cell proliferation [GO:0042102]; protein folding [GO:0006457]; protein stabilization [GO:0050821]; response to heat [GO:0009408]; response to interferon-gamma [GO:0034341]; skeletal muscle acetylcholine-gated channel clustering [GO:0071340]; small GTPase mediated signal transduction [GO:0007264]; T cell differentiation in thymus [GO:0033077]
Q5UNS9,CHOYP_contig_025639|m.29255,0,0,0,0,0,0,0,0,7.00E-54,Collagen-like protein 7,MIMI_L669,1937,,GO:0019012,,,,PF01391;,virion [GO:0019012]
P36956,CHOYP_BRAFLDRAFT_117231.1.1|m.4966,0,0,0,0,0,0,0,0,0,Sterol regulatory element-binding protein 1 (SREBP-1) (Class D basic helix-loop-helix protein 1) (bHLHd1) (Sterol regulatory element-binding transcription factor 1) [Cleaved into: Processed sterol regulatory element-binding protein 1],SREBF1 BHLHD1 SREBP1,1147,aging [GO:0007568]; cellular response to fatty acid [GO:0071398]; cellular response to starvation [GO:0009267]; cholesterol metabolic process [GO:0008203]; circadian rhythm [GO:0007623]; fat cell differentiation [GO:0045444]; insulin receptor signaling pathway [GO:0008286]; lipid biosynthetic process [GO:0008610]; lipid metabolic process [GO:0006629]; lung development [GO:0030324]; mRNA transcription from RNA polymerase II promoter [GO:0042789]; negative regulation of insulin secretion [GO:0046676]; negative regulation of transcription from RNA polymerase II promoter [GO:0000122]; positive regulation of cholesterol biosynthetic process [GO:0045542]; positive regulation of histone deacetylation [GO:0031065]; positive regulation of transcription from RNA polymerase II promoter [GO:0045944]; positive regulation of triglyceride biosynthetic process [GO:0010867]; regulation of fatty acid metabolic process [GO:0019217]; regulation of heart rate by chemical signal [GO:0003062]; regulation of mitophagy [GO:1903146]; regulation of protein stability [GO:0031647]; regulation of protein targeting to mitochondrion [GO:1903214]; regulation of transcription from RNA polymerase II promoter [GO:0006357]; response to cAMP [GO:0051591]; response to drug [GO:0042493]; response to food [GO:0032094]; response to glucagon [GO:0033762]; response to glucose [GO:0009749]; response to progesterone [GO:0032570]; response to retinoic acid [GO:0032526],GO:0000122; GO:0000139; GO:0000977; GO:0000978; GO:0001077; GO:0003062; GO:0003677; GO:0003682; GO:0003700; GO:0004879; GO:0005634; GO:0005635; GO:0005654; GO:0005737; GO:0005783; GO:0005789; GO:0005829; GO:0006357; GO:0006629; GO:0007568; GO:0007623; GO:0008203; GO:0008286; GO:0008610; GO:0009267; GO:0009749; GO:0010867; GO:0012507; GO:0016021; GO:0019217; GO:0030324; GO:0031065; GO:0031647; GO:0032094; GO:0032526; GO:0032570; GO:0032810; GO:0033762; GO:0042493; GO:0042789; GO:0043234; GO:0045444; GO:0045542; GO:0045944; GO:0046676; GO:0051591; GO:0071398; GO:1903146; GO:1903214,,,,PF00010;,"cytoplasm [GO:0005737]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; ER to Golgi transport vesicle membrane [GO:0012507]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; nuclear envelope [GO:0005635]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein complex [GO:0043234]; chromatin binding [GO:0003682]; DNA binding [GO:0003677]; RNA polymerase II core promoter proximal region sequence-specific DNA binding [GO:0000978]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; RNA polymerase II transcription factor activity, ligand-activated sequence-specific DNA binding [GO:0004879]; sterol response element binding [GO:0032810]; transcription factor activity, sequence-specific DNA binding [GO:0003700]; transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding [GO:0001077]; aging [GO:0007568]; cellular response to fatty acid [GO:0071398]; cellular response to starvation [GO:0009267]; cholesterol metabolic process [GO:0008203]; circadian rhythm [GO:0007623]; fat cell differentiation [GO:0045444]; insulin receptor signaling pathway [GO:0008286]; lipid biosynthetic process [GO:0008610]; lipid metabolic process [GO:0006629]; lung development [GO:0030324]; mRNA transcription from RNA polymerase II promoter [GO:0042789]; negative regulation of insulin secretion [GO:0046676]; negative regulation of transcription from RNA polymerase II promoter [GO:0000122]; positive regulation of cholesterol biosynthetic process [GO:0045542]; positive regulation of histone deacetylation [GO:0031065]; positive regulation of transcription from RNA polymerase II promoter [GO:0045944]; positive regulation of triglyceride biosynthetic process [GO:0010867]; regulation of fatty acid metabolic process [GO:0019217]; regulation of heart rate by chemical signal [GO:0003062]; regulation of mitophagy [GO:1903146]; regulation of protein stability [GO:0031647]; regulation of protein targeting to mitochondrion [GO:1903214]; regulation of transcription from RNA polymerase II promoter [GO:0006357]; response to cAMP [GO:0051591]; response to drug [GO:0042493]; response to food [GO:0032094]; response to glucagon [GO:0033762]; response to glucose [GO:0009749]; response to progesterone [GO:0032570]; response to retinoic acid [GO:0032526]"
Q9NZJ4,CHOYP_BRAFLDRAFT_118535.8.8|m.61819,1,0,0,0,0,0,0,0,0,Sacsin (DnaJ homolog subfamily C member 29) (DNAJC29),SACS KIAA0730,4579,negative regulation of inclusion body assembly [GO:0090084]; protein folding [GO:0006457],GO:0005634; GO:0005737; GO:0005739; GO:0006457; GO:0030424; GO:0030425; GO:0030544; GO:0051087; GO:0070628; GO:0070852; GO:0090084,,,,PF05168;PF00240;,axon [GO:0030424]; cell body fiber [GO:0070852]; cytoplasm [GO:0005737]; dendrite [GO:0030425]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; chaperone binding [GO:0051087]; Hsp70 protein binding [GO:0030544]; proteasome binding [GO:0070628]; negative regulation of inclusion body assembly [GO:0090084]; protein folding [GO:0006457]
O43736,CHOYP_BRAFLDRAFT_120146.1.1|m.26173,0,0,0,0,0,0,0,0,2.00E-14,Integral membrane protein 2A (Protein E25),ITM2A UNQ603/PRO1189,263,immunoglobulin production [GO:0002377]; plasma cell differentiation [GO:0002317],GO:0002317; GO:0002377; GO:0016021,,,,PF04089;,integral component of membrane [GO:0016021]; immunoglobulin production [GO:0002377]; plasma cell differentiation [GO:0002317]
A0JNH9,CHOYP_BRAFLDRAFT_122376.1.1|m.49446,0,0,0,0,0,0,0,0,0.000000008,Aprataxin and PNK-like factor (EC 4.2.99.18) (Apurinic-apyrimidinic endonuclease APLF),APLF,485,cellular response to DNA damage stimulus [GO:0006974]; double-strand break repair [GO:0006302]; single strand break repair [GO:0000012],GO:0000012; GO:0000166; GO:0003906; GO:0004520; GO:0005634; GO:0005829; GO:0006302; GO:0006974; GO:0008408; GO:0046872,,,,PF10283;,cytosol [GO:0005829]; nucleus [GO:0005634]; 3'-5' exonuclease activity [GO:0008408]; DNA-(apurinic or apyrimidinic site) lyase activity [GO:0003906]; endodeoxyribonuclease activity [GO:0004520]; metal ion binding [GO:0046872]; nucleotide binding [GO:0000166]; cellular response to DNA damage stimulus [GO:0006974]; double-strand break repair [GO:0006302]; single strand break repair [GO:0000012]
P32187,CHOYP_BRAFLDRAFT_129108.1.2|m.2456,0,0,0,0,0,0,0,0,0.000002,Ependymin (EPD),epd,212,cell-matrix adhesion [GO:0007160],GO:0005509; GO:0005576; GO:0007160,,,,PF00811;,extracellular region [GO:0005576]; calcium ion binding [GO:0005509]; cell-matrix adhesion [GO:0007160]
B3EWY9,CHOYP_BRAFLDRAFT_129967.1.4|m.4020,0,0,0,0,0,0,0,0,2.00E-104,Mucin-like protein (Fragment),,1594,cell-matrix adhesion [GO:0007160],GO:0005509; GO:0007160; GO:0016021,,,,PF12662;PF06119;PF00090;PF00094;,integral component of membrane [GO:0016021]; calcium ion binding [GO:0005509]; cell-matrix adhesion [GO:0007160]
Q9TUQ3,CHOYP_BRAFLDRAFT_85664.2.10|m.9436,0,0,0,0,0,0,0,0,0.000000004,Complement component C7,C7,843,"complement activation, alternative pathway [GO:0006957]; complement activation, classical pathway [GO:0006958]; cytolysis [GO:0019835]",GO:0005576; GO:0005579; GO:0006957; GO:0006958; GO:0019835,,,cd00033;,PF00057;PF01823;PF00084;PF00090;,"extracellular region [GO:0005576]; membrane attack complex [GO:0005579]; complement activation, alternative pathway [GO:0006957]; complement activation, classical pathway [GO:0006958]; cytolysis [GO:0019835]"
Q9D3P8,CHOYP_BRAFLDRAFT_88556.1.1|m.50506,0,0,0,0,0,0,0,0,9.00E-37,Plasminogen receptor (KT) (Plg-R(KT)),Plgrkt,147,chemotaxis [GO:0006935]; inflammatory response [GO:0006954]; positive regulation of plasminogen activation [GO:0010756],GO:0005739; GO:0005887; GO:0006935; GO:0006954; GO:0010756,,,,PF10166;,integral component of plasma membrane [GO:0005887]; mitochondrion [GO:0005739]; chemotaxis [GO:0006935]; inflammatory response [GO:0006954]; positive regulation of plasminogen activation [GO:0010756]
A9JRL3,CHOYP_CBPC1.1.1|m.30712,0,0,0,0,0,0,0,0,0,Cytosolic carboxypeptidase 1 (EC 3.4.17.-) (ATP/GTP-binding protein 1),agtpbp1 ccp1,1226,cerebellar Purkinje cell differentiation [GO:0021702]; chordate embryonic development [GO:0043009]; C-terminal protein deglutamylation [GO:0035609]; eye photoreceptor cell differentiation [GO:0001754]; mitochondrion organization [GO:0007005]; neuromuscular process [GO:0050905]; olfactory bulb development [GO:0021772]; protein side chain deglutamylation [GO:0035610]; T cell differentiation in thymus [GO:0033077],GO:0001754; GO:0004181; GO:0005634; GO:0005737; GO:0005739; GO:0005829; GO:0007005; GO:0008270; GO:0015631; GO:0021702; GO:0021772; GO:0033077; GO:0035609; GO:0035610; GO:0043009; GO:0050905,,,cd06906;,PF00246;,cytoplasm [GO:0005737]; cytosol [GO:0005829]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; metallocarboxypeptidase activity [GO:0004181]; tubulin binding [GO:0015631]; zinc ion binding [GO:0008270]; C-terminal protein deglutamylation [GO:0035609]; cerebellar Purkinje cell differentiation [GO:0021702]; chordate embryonic development [GO:0043009]; eye photoreceptor cell differentiation [GO:0001754]; mitochondrion organization [GO:0007005]; neuromuscular process [GO:0050905]; olfactory bulb development [GO:0021772]; protein side chain deglutamylation [GO:0035610]; T cell differentiation in thymus [GO:0033077]
A1A4R8,CHOYP_CDC23.1.1|m.6463,0,0,0,0,0,0,0,0,0,Cell division cycle protein 23 homolog (Anaphase-promoting complex subunit 8) (APC8) (Cyclosome subunit 8),CDC23 ANAPC8,597,cell division [GO:0051301]; mitotic metaphase plate congression [GO:0007080]; protein K11-linked ubiquitination [GO:0070979]; regulation of mitotic metaphase/anaphase transition [GO:0030071],GO:0005680; GO:0007080; GO:0030071; GO:0051301; GO:0070979,PATHWAY: Protein modification; protein ubiquitination.,,,PF04049;PF13414;PF13181;,anaphase-promoting complex [GO:0005680]; cell division [GO:0051301]; mitotic metaphase plate congression [GO:0007080]; protein K11-linked ubiquitination [GO:0070979]; regulation of mitotic metaphase/anaphase transition [GO:0030071]
A2AJ76,CHOYP_CNTN6.1.2|m.781,0,0,0,0,0,0,0,0,1.00E-23,Hemicentin-2,Hmcn2,5100,positive regulation of cell migration [GO:0030335]; response to stimulus [GO:0050896]; smooth muscle contraction [GO:0006939],GO:0005509; GO:0005576; GO:0005604; GO:0005938; GO:0006939; GO:0030054; GO:0030335; GO:0032154; GO:0050896,,,,PF12662;PF07645;PF07474;PF07679;,basement membrane [GO:0005604]; cell cortex [GO:0005938]; cell junction [GO:0030054]; cleavage furrow [GO:0032154]; extracellular region [GO:0005576]; calcium ion binding [GO:0005509]; positive regulation of cell migration [GO:0030335]; response to stimulus [GO:0050896]; smooth muscle contraction [GO:0006939]
A2AJ76,CHOYP_CRE-UNC-89.3.3|m.61234,0,0,0,0,0,0,0,0,0.0000002,Hemicentin-2,Hmcn2,5100,positive regulation of cell migration [GO:0030335]; response to stimulus [GO:0050896]; smooth muscle contraction [GO:0006939],GO:0005509; GO:0005576; GO:0005604; GO:0005938; GO:0006939; GO:0030054; GO:0030335; GO:0032154; GO:0050896,,,,PF12662;PF07645;PF07474;PF07679;,basement membrane [GO:0005604]; cell cortex [GO:0005938]; cell junction [GO:0030054]; cleavage furrow [GO:0032154]; extracellular region [GO:0005576]; calcium ion binding [GO:0005509]; positive regulation of cell migration [GO:0030335]; response to stimulus [GO:0050896]; smooth muscle contraction [GO:0006939]
O17482,CHOYP_DGRI_GH13197.1.1|m.35578,0,0,0,0,0,0,0,0,3.00E-67,Protein timeless,tim,1343,rhythmic process [GO:0048511],GO:0005634; GO:0048471; GO:0048511,,,,PF04821;,nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; rhythmic process [GO:0048511]
Q8C088,CHOYP_DRPR.1.2|m.58255,0,0,0,0,0,0,0,0,7.00E-16,EGF-like and EMI domain-containing protein 1,Egfem1,590,,GO:0005509,,,,PF07645;PF07546;,calcium ion binding [GO:0005509]
Q68FD7,CHOYP_FNIP1.1.1|m.23640,0,0,0,0,0,0,0,0,4.00E-97,Folliculin-interacting protein 1,Fnip1 Kiaa1961,1165,cellular response to starvation [GO:0009267]; immature B cell differentiation [GO:0002327]; negative regulation of cysteine-type endopeptidase activity involved in apoptotic process [GO:0043154]; negative regulation of TOR signaling [GO:0032007]; negative regulation of transcription from RNA polymerase II promoter [GO:0000122]; positive regulation of B cell apoptotic process [GO:0002904]; positive regulation of peptidyl-serine phosphorylation [GO:0033138]; positive regulation of protein complex assembly [GO:0031334]; positive regulation of protein phosphorylation [GO:0001934]; regulation of pro-B cell differentiation [GO:2000973]; regulation of protein phosphorylation [GO:0001932]; TOR signaling [GO:0031929],GO:0000122; GO:0001932; GO:0001934; GO:0002327; GO:0002904; GO:0005085; GO:0005737; GO:0009267; GO:0031334; GO:0031929; GO:0032007; GO:0033138; GO:0042030; GO:0043154; GO:0051087; GO:2000973,,,,PF14638;PF14637;PF14636;,cytoplasm [GO:0005737]; ATPase inhibitor activity [GO:0042030]; chaperone binding [GO:0051087]; guanyl-nucleotide exchange factor activity [GO:0005085]; cellular response to starvation [GO:0009267]; immature B cell differentiation [GO:0002327]; negative regulation of cysteine-type endopeptidase activity involved in apoptotic process [GO:0043154]; negative regulation of TOR signaling [GO:0032007]; negative regulation of transcription from RNA polymerase II promoter [GO:0000122]; positive regulation of B cell apoptotic process [GO:0002904]; positive regulation of peptidyl-serine phosphorylation [GO:0033138]; positive regulation of protein complex assembly [GO:0031334]; positive regulation of protein phosphorylation [GO:0001934]; regulation of pro-B cell differentiation [GO:2000973]; regulation of protein phosphorylation [GO:0001932]; TOR signaling [GO:0031929]
Q0UI93,CHOYP_IFIH1.4.14|m.40815,0,0,0,0,0,0,0,0,2.00E-14,Dicer-like protein 1 [Includes: Endoribonuclease DCL1 (EC 3.1.26.-); ATP-dependent helicase DCL1 (EC 3.6.4.-)],DCL1 SNOG_08521,1522,defense response to virus [GO:0051607]; production of siRNA involved in RNA interference [GO:0030422]; regulation of defense response to virus [GO:0050688],GO:0003677; GO:0003723; GO:0004386; GO:0004525; GO:0005524; GO:0005634; GO:0005737; GO:0016442; GO:0030422; GO:0046872; GO:0050688; GO:0051607,,,cd00593;,PF03368;PF00271;PF04851;PF00636;,cytoplasm [GO:0005737]; nucleus [GO:0005634]; RISC complex [GO:0016442]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; helicase activity [GO:0004386]; metal ion binding [GO:0046872]; ribonuclease III activity [GO:0004525]; RNA binding [GO:0003723]; defense response to virus [GO:0051607]; production of siRNA involved in RNA interference [GO:0030422]; regulation of defense response to virus [GO:0050688]
Q8TB96,CHOYP_ITFG1.1.1|m.51655,0,0,0,0,0,0,0,0,2.00E-140,T-cell immunomodulatory protein (Protein TIP) (Integrin-alpha FG-GAP repeat-containing protein 1) (Linkin),ITFG1 LNKN-1 TIP CDA08,612,,GO:0016021; GO:0070062,,,,,extracellular exosome [GO:0070062]; integral component of membrane [GO:0016021]
P55214,CHOYP_LOC100068258.1.1|m.37406,0,0,0,0,0,0,0,0,5.00E-69,Caspase-7 (CASP-7) (EC 3.4.22.60) (Apoptotic protease Mch-3) (ICE-like apoptotic protease 3) (ICE-LAP3) (SREBP cleavage activity 2) (SCA-2) [Cleaved into: Caspase-7 subunit p20; Caspase-7 subunit p11],CASP7 MCH3,303,apoptotic process [GO:0006915],GO:0004197; GO:0005737; GO:0006915,,,cd00032;,,cytoplasm [GO:0005737]; cysteine-type endopeptidase activity [GO:0004197]; apoptotic process [GO:0006915]
P97376,CHOYP_LOC100123667.1.1|m.22353,0.5,0,0,0,0,0,0,0,2.00E-78,Protein FRG1 (FSHD region gene 1 protein),Frg1,258,mRNA processing [GO:0006397]; muscle organ development [GO:0007517]; RNA splicing [GO:0008380]; rRNA processing [GO:0006364],GO:0003723; GO:0005730; GO:0006364; GO:0006397; GO:0007517; GO:0008380; GO:0015030; GO:0030018; GO:0051015; GO:0055120; GO:0071013,,,,PF06229;,Cajal body [GO:0015030]; catalytic step 2 spliceosome [GO:0071013]; nucleolus [GO:0005730]; striated muscle dense body [GO:0055120]; Z disc [GO:0030018]; actin filament binding [GO:0051015]; RNA binding [GO:0003723]; mRNA processing [GO:0006397]; muscle organ development [GO:0007517]; RNA splicing [GO:0008380]; rRNA processing [GO:0006364]
Q4L208,CHOYP_LOC100159032.1.1|m.14934,0,0,0,0,0,0,0,0,3.00E-175,Sodium/hydrogen exchanger 8 (Na(+)/H(+) exchanger 8) (NHE-8) (Solute carrier family 9 member 8),Slc9a8 Nhe8,575,potassium ion transmembrane transport [GO:0071805]; regulation of intracellular pH [GO:0051453],GO:0000139; GO:0005794; GO:0015385; GO:0015386; GO:0016021; GO:0051453; GO:0071805,,,,PF00999;,Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; potassium:proton antiporter activity [GO:0015386]; sodium:proton antiporter activity [GO:0015385]; potassium ion transmembrane transport [GO:0071805]; regulation of intracellular pH [GO:0051453]
P18293,CHOYP_LOC100197876.1.1|m.45271,0.5,0,0,0,0,0,0,0,3.00E-153,Atrial natriuretic peptide receptor 1 (EC 4.6.1.2) (Atrial natriuretic peptide receptor type A) (ANP-A) (ANPR-A) (NPR-A) (Guanylate cyclase A) (GC-A),Npr1 Npra,1057,cGMP biosynthetic process [GO:0006182]; dopamine metabolic process [GO:0042417]; intracellular signal transduction [GO:0035556]; negative regulation of smooth muscle cell proliferation [GO:0048662]; positive regulation of cGMP biosynthetic process [GO:0030828]; receptor guanylyl cyclase signaling pathway [GO:0007168]; regulation of blood vessel size [GO:0050880],GO:0004383; GO:0004672; GO:0005524; GO:0005525; GO:0005886; GO:0006182; GO:0007168; GO:0008074; GO:0016021; GO:0016941; GO:0017046; GO:0030828; GO:0035556; GO:0042417; GO:0042562; GO:0043235; GO:0048662; GO:0050880,,,,PF01094;PF00211;PF07714;,"guanylate cyclase complex, soluble [GO:0008074]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; receptor complex [GO:0043235]; ATP binding [GO:0005524]; GTP binding [GO:0005525]; guanylate cyclase activity [GO:0004383]; hormone binding [GO:0042562]; natriuretic peptide receptor activity [GO:0016941]; peptide hormone binding [GO:0017046]; protein kinase activity [GO:0004672]; cGMP biosynthetic process [GO:0006182]; dopamine metabolic process [GO:0042417]; intracellular signal transduction [GO:0035556]; negative regulation of smooth muscle cell proliferation [GO:0048662]; positive regulation of cGMP biosynthetic process [GO:0030828]; receptor guanylyl cyclase signaling pathway [GO:0007168]; regulation of blood vessel size [GO:0050880]"
Q9JM83,CHOYP_LOC100261610.1.1|m.6374,1.5,0,0,0,0,0,0,0,1.00E-15,Calmodulin-4 (Calcium-binding protein Dd112),Calm4 Dd112,148,,GO:0005509; GO:0070062,,,cd00051;,PF13499;,extracellular exosome [GO:0070062]; calcium ion binding [GO:0005509]
Q9ULL1,CHOYP_LOC100367084.6.22|m.31842,0,0,0,0,0,0,0,0,1.00E-101,Pleckstrin homology domain-containing family G member 1,PLEKHG1 KIAA1209,1385,regulation of Rho protein signal transduction [GO:0035023],GO:0005089; GO:0005634; GO:0005654; GO:0035023,,,,PF00621;,nucleoplasm [GO:0005654]; nucleus [GO:0005634]; Rho guanyl-nucleotide exchange factor activity [GO:0005089]; regulation of Rho protein signal transduction [GO:0035023]
Q502L2,CHOYP_LOC100367769.1.2|m.27169,0,0,0,0,0,0,0,0,2.00E-93,"Serine/threonine-protein phosphatase PGAM5, mitochondrial (EC 3.1.3.16) (Phosphoglycerate mutase family member 5)",pgam5 si:dkey-69p22.1 zgc:92057,289,programmed cell death [GO:0012501],GO:0004721; GO:0005741; GO:0012501; GO:0016021,,,cd07067;,PF00300;,integral component of membrane [GO:0016021]; mitochondrial outer membrane [GO:0005741]; phosphoprotein phosphatase activity [GO:0004721]; programmed cell death [GO:0012501]
P46555,CHOYP_LOC100370244.1.4|m.24792,0,0,0,0,0,0,0,0,8.00E-97,D-glucuronyl C5-epimerase (EC 5.1.3.17) (Heparan sulfate C5-epimerase) (Hsepi) (Heparin/heparan sulfate:glucuronic acid C5-epimerase) (Heparosan-N-sulfate-glucuronate 5-epimerase),hse-5 B0285.5,616,"heparan sulfate proteoglycan biosynthetic process, enzymatic modification [GO:0015015]; heparin biosynthetic process [GO:0030210]; positive regulation of multicellular organism growth [GO:0040018]; regulation of cell migration [GO:0030334]",GO:0005604; GO:0005886; GO:0015015; GO:0016021; GO:0030210; GO:0030334; GO:0040018; GO:0047464,PATHWAY: Glycan metabolism; heparan sulfate biosynthesis.; PATHWAY: Glycan metabolism; heparin biosynthesis.,,,PF06662;,"basement membrane [GO:0005604]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; heparosan-N-sulfate-glucuronate 5-epimerase activity [GO:0047464]; heparan sulfate proteoglycan biosynthetic process, enzymatic modification [GO:0015015]; heparin biosynthetic process [GO:0030210]; positive regulation of multicellular organism growth [GO:0040018]; regulation of cell migration [GO:0030334]"
Q8BTK5,CHOYP_LOC100372698.1.1|m.18674,0,0,0,0,0,0,0,0,2.00E-51,SET and MYND domain-containing protein 4 (EC 2.1.1.-),Smyd4 Kiaa1936,799,,GO:0008168; GO:0046872,,,,PF00856;PF01753;,metal ion binding [GO:0046872]; methyltransferase activity [GO:0008168]
Q22549,CHOYP_LOC100533355.1.2|m.6485,0,0,0,0,0,0,0,0,5.00E-79,Innexin-10 (Protein opu-10),inx-10 opu-10 T18H9.5,559,ion transport [GO:0006811],GO:0005243; GO:0005886; GO:0005921; GO:0006811; GO:0016021; GO:0055077,,,,PF00876;,gap junction [GO:0005921]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; gap junction channel activity [GO:0005243]; gap junction hemi-channel activity [GO:0055077]; ion transport [GO:0006811]
